image_path,mask_path,category,architecture,defect_type,gradcam_path,ig_path,occlusion_path,gradientsshap_path
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_014.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_014_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_014_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_014_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_014_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_014_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_015.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_015_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_015_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_015_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_015_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_015_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_016.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_016_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_016_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_016_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_016_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_016_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_017.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_017_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_017_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_017_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_017_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_017_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_018.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_018_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_018_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_018_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_018_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_018_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_019.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_019_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_019_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_019_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_019_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_019_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_020.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_020_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_020_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_020_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_020_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_020_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_021.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_021_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_021_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_021_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_021_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_021_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_022.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_022_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_022_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_022_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_022_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_022_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_023.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_023_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_023_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_023_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_023_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_023_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_024.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_024_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_024_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_024_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_024_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_024_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_025.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_025_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_025_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_025_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_025_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_025_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_026.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_026_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_026_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_026_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_026_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_026_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_027.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_027_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_027_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_027_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_027_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_027_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_028.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_028_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_028_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_028_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_028_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_028_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_029.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_029_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_029_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_029_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_029_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_029_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_030.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_030_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_030_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_030_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_030_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_030_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_031.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_031_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_031_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_031_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_031_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_031_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_032.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_032_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_032_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_032_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_032_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_032_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_033.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_033_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_033_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_033_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_033_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_033_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_034.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_034_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_034_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_034_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_034_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_034_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_035.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_035_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_035_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_035_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_035_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_035_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_036.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_036_mask.png,screw,resnet18,scratch_neck,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_036_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_036_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_036_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_036_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_037.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_037_mask.png,screw,resnet18,thread_side,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_037_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_037_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_037_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_037_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_038.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_038_mask.png,screw,resnet18,thread_side,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_038_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_038_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_038_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_038_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_039.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_039_mask.png,screw,resnet18,thread_side,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_039_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_039_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_039_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_039_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_040.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_040_mask.png,screw,resnet18,thread_side,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_040_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_040_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_040_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_040_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_041.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_041_mask.png,screw,resnet18,thread_side,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_041_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_041_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_041_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_041_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_042.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_042_mask.png,screw,resnet18,thread_side,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_042_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_042_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_042_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_042_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_043.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_043_mask.png,screw,resnet18,thread_side,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_043_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_043_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_043_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_043_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_044.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_044_mask.png,screw,resnet18,thread_side,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_044_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_044_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_044_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_044_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_045.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_045_mask.png,screw,resnet18,thread_side,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_045_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_045_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_045_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_045_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_046.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_046_mask.png,screw,resnet18,thread_side,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_046_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_046_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_046_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_046_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_047.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_047_mask.png,screw,resnet18,thread_side,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_047_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_047_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_047_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_047_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_048.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_048_mask.png,screw,resnet18,thread_top,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_048_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_048_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_048_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_048_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_049.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_049_mask.png,screw,resnet18,thread_top,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_049_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_049_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_049_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_049_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_050.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_050_mask.png,screw,resnet18,thread_top,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_050_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_050_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_050_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_050_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_051.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_051_mask.png,screw,resnet18,thread_top,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_051_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_051_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_051_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_051_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_052.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_052_mask.png,screw,resnet18,thread_top,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_052_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_052_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_052_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_052_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_053.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_053_mask.png,screw,resnet18,thread_top,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_053_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_053_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_053_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_053_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_054.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_054_mask.png,screw,resnet18,thread_top,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_054_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_054_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_054_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_054_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_055.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_055_mask.png,screw,resnet18,thread_top,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_055_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_055_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_055_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_055_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_056.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_056_mask.png,screw,resnet18,thread_top,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_056_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_056_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_056_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_056_gradientsshap_resnet18.npy
